Invoice Number,Date Sale,Time Sale,Product,Quantity,Unit Price,Total Sale,Payment Method,Seller,Discounts,Taxes,Notes,Remaining Stock,Category_Cigarettes,Category_Drinks,Category_Others,Category_Candies
4307-413,2024-07-20,20:39:05.188815,Marlboro,8,13.0,104.0,Bank Transfer,Seller A,11.02,19.14,Note 2,62,1.0,0.0,0.0,0
3390-237,2024-08-15,20:39:05.188815,Marlboro,7,13.0,91.0,Credit Card,Seller A,0.03,7.43,Note 3,64,1.0,0.0,0.0,0
4838-522,2024-07-17,20:39:05.188815,Camel,20,17.0,340.0,Bank Transfer,Seller C,48.29,30.72,Note 1,65,1.0,0.0,0.0,0
6311-861,2024-07-18,20:39:05.188815,Cigarette Lighter,10,12.0,120.0,Bank Transfer,Seller B,31.48,16.82,Note 4,65,0.0,0.0,1.0,0
4732-799,2024-08-27,20:39:05.188815,Camel,1,17.0,17.0,Cash,Seller D,3.63,2.84,Note 4,45,1.0,0.0,0.0,0
7201-759,2024-07-15,20:39:05.204443,Camel,17,17.0,289.0,PayPal,Seller A,46.27,41.13,Note 3,30,1.0,0.0,0.0,0
3554-404,2024-08-17,20:39:05.204443,Marlboro,14,13.0,182.0,PayPal,Seller C,10.19,12.19,Note 1,29,1.0,0.0,0.0,0
1750-329,2024-07-27,20:39:05.204443,Water,1,3.08,3.08,PayPal,Seller C,0.2,0.49,Note 3,63,0.0,1.0,0.0,0
4043-134,2024-07-09,20:39:05.204443,Camel,14,17.0,238.0,Bank Transfer,Seller B,0.27,5.26,Note 3,19,1.0,0.0,0.0,0
5924-580,2024-07-10,20:39:05.204443,Water,2,11.12,22.24,PayPal,Seller A,1.21,3.56,Note 2,95,0.0,1.0,0.0,0
2647-808,2024-08-16,20:39:05.204443,Cookies,11,5.51,60.61,Bank Transfer,Seller A,3.74,9.7,Note 4,52,0.0,0.0,0.0,0
5114-490,2024-08-05,20:39:05.204443,Chocolate,7,17.31,121.17,Cash,Seller B,17.2,19.39,Note 4,20,0.0,0.0,0.0,0
9271-979,2024-07-26,20:39:05.204443,Camel,7,17.0,119.0,Cash,Seller D,8.52,10.75,Note 1,52,1.0,0.0,0.0,0
9646-998,2024-07-29,20:39:05.204443,Chocolate,12,10.07,120.84,PayPal,Seller B,27.9,19.33,Note 1,45,0.0,0.0,0.0,0
9025-133,2024-08-29,20:39:05.220067,Water,13,2.53,32.89,Cash,Seller B,5.28,5.26,Note 2,19,0.0,1.0,0.0,0
9438-307,2024-07-10,20:39:05.220067,Juice,5,4.8,24.0,Credit Card,Seller D,1.44,3.84,Note 3,71,0.0,1.0,0.0,0
6464-916,2024-08-24,20:39:05.220067,Beer,7,5.94,41.58,Credit Card,Seller C,9.87,6.65,Note 3,61,0.0,1.0,0.0,0
3692-486,2024-07-02,20:39:05.220067,Camel,20,17.0,340.0,Bank Transfer,Seller A,29.93,56.7,Note 3,24,1.0,0.0,0.0,0
7160-557,2024-07-04,20:39:05.220067,Cigarette Lighter,2,12.0,24.0,Cash,Seller A,5.65,3.09,Note 1,66,0.0,0.0,1.0,0
6262-772,2024-07-12,20:39:05.220067,Camel,14,17.0,238.0,Credit Card,Seller A,36.22,30.87,Note 4,86,1.0,0.0,0.0,0
6831-974,2024-07-23,20:39:05.235694,Camel,11,17.0,187.0,Credit Card,Seller C,30.96,19.5,Note 4,54,1.0,0.0,0.0,0
7216-205,2024-07-24,20:39:05.235694,Magazine,19,15.4,292.6,PayPal,Seller A,33.21,46.82,Note 3,61,0.0,0.0,1.0,0
9695-924,2024-08-11,20:39:05.235694,Magazine,20,9.86,197.2,Bank Transfer,Seller C,46.92,31.55,Note 3,62,0.0,0.0,1.0,0
2740-321,2024-07-14,20:39:05.235694,Toilet Paper,19,18.69,355.11,Bank Transfer,Seller C,55.74,56.82,Note 1,20,0.0,0.0,1.0,0
5544-657,2024-07-04,20:39:05.235694,Magazine,11,18.11,199.21,Bank Transfer,Seller C,59.57,31.87,Note 4,23,0.0,0.0,1.0,0
6481-403,2024-07-18,20:39:05.235694,Magazine,6,12.32,73.92,PayPal,Seller B,13.81,11.83,Note 3,21,0.0,0.0,1.0,0
5243-447,2024-08-16,20:39:05.235694,Magazine,20,3.75,75.0,Cash,Seller D,21.86,12.0,Note 2,45,0.0,0.0,1.0,0
1865-718,2024-08-06,20:39:05.235694,Cigarette Lighter,6,12.0,72.0,PayPal,Seller A,11.48,6.43,Note 4,21,0.0,0.0,1.0,0
7762-759,2024-08-01,20:39:05.235694,Lucky Strike,6,11.0,66.0,Credit Card,Seller C,4.98,5.33,Note 4,20,1.0,0.0,0.0,0
3505-756,2024-08-03,20:39:05.251316,Cigarette Lighter,7,12.0,84.0,PayPal,Seller B,5.91,9.83,Note 3,87,0.0,0.0,1.0,0
6940-229,2024-08-16,20:39:05.251316,Toilet Paper,13,17.26,224.38,PayPal,Seller B,43.8,35.9,Note 4,97,0.0,0.0,1.0,0
6300-715,2024-08-08,20:39:05.251316,Camel,9,17.0,153.0,PayPal,Seller C,9.69,12.96,Note 2,75,1.0,0.0,0.0,0
4814-771,2024-08-01,20:39:05.251316,Toilet Paper,1,7.35,7.35,Bank Transfer,Seller A,2.19,1.18,Note 3,55,0.0,0.0,1.0,0
8017-586,2024-08-05,20:39:05.251316,Soda,7,16.39,114.73,Bank Transfer,Seller C,23.58,18.36,Note 2,21,0.0,1.0,0.0,0
8350-503,2024-07-03,20:39:05.251316,Chocolate,19,14.97,284.43,Cash,Seller A,26.43,45.51,Note 2,87,0.0,0.0,0.0,0
3462-495,2024-07-23,20:39:05.251316,Water,17,5.42,92.14,Credit Card,Seller A,22.88,14.74,Note 3,62,0.0,1.0,0.0,0
1837-768,2024-07-20,20:39:05.251316,Soda,19,6.6,125.4,Bank Transfer,Seller B,29.41,20.06,Note 3,20,0.0,1.0,0.0,0
5584-717,2024-07-03,20:39:05.251316,Lucky Strike,2,11.0,22.0,Credit Card,Seller B,0.59,0.98,Note 2,86,1.0,0.0,0.0,0
5014-951,2024-08-08,20:39:05.266939,Soda,1,16.39,16.39,Cash,Seller D,2.37,2.62,Note 2,45,0.0,1.0,0.0,0
2839-596,2024-08-24,20:39:05.266939,Beer,14,2.82,39.48,Cash,Seller A,11.07,6.32,Note 4,22,0.0,1.0,0.0,0
3441-249,2024-07-18,20:39:05.266939,Juice,1,18.79,18.79,Credit Card,Seller C,3.47,3.01,Note 4,81,0.0,1.0,0.0,0
2428-351,2024-07-24,20:39:05.266939,Magazine,19,9.86,187.34,Credit Card,Seller A,25.85,29.97,Note 1,34,0.0,0.0,1.0,0
1725-100,2024-07-28,20:39:05.266939,Marlboro,15,13.0,195.0,PayPal,Seller C,9.18,6.19,Note 3,49,1.0,0.0,0.0,0
8698-706,2024-07-15,20:39:05.266939,Lucky Strike,1,11.0,11.0,Bank Transfer,Seller C,0.78,2.24,Note 4,73,1.0,0.0,0.0,0
8419-527,2024-07-17,20:39:05.266939,Magazine,2,14.29,28.58,Credit Card,Seller A,7.28,4.57,Note 4,57,0.0,0.0,1.0,0
4296-217,2024-07-23,20:39:05.266939,Cigarette Lighter,12,12.0,144.0,PayPal,Seller B,6.69,5.13,Note 1,6,0.0,0.0,1.0,0
9542-223,2024-08-15,20:39:05.266939,Cigarette Lighter,15,12.0,180.0,Bank Transfer,Seller B,11.74,29.78,Note 1,18,0.0,0.0,1.0,0
7430-943,2024-08-18,20:39:05.282564,Candies,5,7.34,36.7,PayPal,Seller B,3.92,5.87,Note 4,32,0.0,0.0,0.0,0
4249-170,2024-08-21,20:39:05.282564,Chewing gums,4,17.56,70.24,Credit Card,Seller C,1.52,11.24,Note 1,9,0.0,0.0,0.0,0
4642-572,2024-08-09,20:39:05.282564,Candies,20,3.84,76.8,Credit Card,Seller D,0.21,12.29,Note 1,74,0.0,0.0,0.0,0
4078-186,2024-07-25,20:39:05.282564,Juice,10,4.94,49.4,PayPal,Seller D,6.0,7.9,Note 1,13,0.0,1.0,0.0,0
3540-410,2024-07-29,20:39:05.282564,Chocolate,8,7.08,56.64,Credit Card,Seller C,3.9,9.06,Note 3,92,0.0,0.0,0.0,0
8335-609,2024-07-14,20:39:05.282564,Water,10,2.53,25.3,PayPal,Seller C,4.91,4.05,Note 1,100,0.0,1.0,0.0,0
9758-861,2024-07-26,20:39:05.282564,Water,14,11.12,155.68,Cash,Seller A,43.73,24.91,Note 4,40,0.0,1.0,0.0,0
3910-489,2024-08-24,20:39:05.282564,Marlboro,7,13.0,91.0,Bank Transfer,Seller B,19.66,18.26,Note 1,6,1.0,0.0,0.0,0
9597-464,2024-08-22,20:39:05.282564,Magazine,11,4.34,47.74,Bank Transfer,Seller B,6.95,7.64,Note 1,35,0.0,0.0,1.0,0
9105-657,2024-07-16,20:39:05.298188,Chewing gums,13,10.47,136.11,Credit Card,Seller D,29.29,21.78,Note 4,73,0.0,0.0,0.0,0
4257-565,2024-08-12,20:39:05.298188,Beer,15,6.29,94.35,PayPal,Seller D,21.64,15.1,Note 2,84,0.0,1.0,0.0,0
8824-462,2024-08-20,20:39:05.298188,Chewing gums,5,13.94,69.7,PayPal,Seller A,18.04,11.15,Note 2,45,0.0,0.0,0.0,0
4615-906,2024-08-16,20:39:05.298188,Candies,10,4.04,40.4,Credit Card,Seller D,2.25,6.46,Note 2,67,0.0,0.0,0.0,0
9065-501,2024-08-23,20:39:05.298188,Juice,7,16.55,115.85,Cash,Seller D,27.66,18.54,Note 4,41,0.0,1.0,0.0,0
3731-870,2024-07-18,20:39:05.298188,Lucky Strike,18,11.0,198.0,Credit Card,Seller B,21.11,14.11,Note 1,49,1.0,0.0,0.0,0
2252-735,2024-08-21,20:39:05.298188,Magazine,8,7.2,57.6,Cash,Seller A,11.33,9.22,Note 2,6,0.0,0.0,1.0,0
7894-176,2024-07-12,20:39:05.298188,Lucky Strike,12,11.0,132.0,Credit Card,Seller C,9.05,9.29,Note 2,81,1.0,0.0,0.0,0
6167-467,2024-08-16,20:39:05.298188,Toilet Paper,17,15.13,257.21,Bank Transfer,Seller C,10.08,41.15,Note 1,8,0.0,0.0,1.0,0
8035-490,2024-08-24,20:39:05.313814,Marlboro,10,13.0,130.0,Bank Transfer,Seller A,41.2,27.5,Note 4,61,1.0,0.0,0.0,0
1603-831,2024-07-12,20:39:05.313814,Soda,15,13.18,197.7,Credit Card,Seller C,12.31,31.63,Note 3,14,0.0,1.0,0.0,0
5245-933,2024-07-23,20:39:05.313814,Cookies,6,11.81,70.86,Bank Transfer,Seller A,12.48,11.34,Note 3,50,0.0,0.0,0.0,0
9876-804,2024-07-26,20:39:05.313814,Magazine,17,9.86,167.62,Credit Card,Seller D,33.54,26.82,Note 4,61,0.0,0.0,1.0,0
9006-609,2024-08-20,20:39:05.313814,Cigarette Lighter,4,12.0,48.0,PayPal,Seller C,2.33,2.24,Note 3,48,0.0,0.0,1.0,0
2339-986,2024-07-14,20:39:05.313814,Lucky Strike,12,11.0,132.0,Cash,Seller A,12.0,8.91,Note 3,90,1.0,0.0,0.0,0
8416-304,2024-07-12,20:39:05.313814,Toilet Paper,7,14.63,102.41,Cash,Seller A,11.67,16.39,Note 4,17,0.0,0.0,1.0,0
7673-764,2024-08-19,20:39:05.313814,Magazine,5,3.75,18.75,Cash,Seller D,4.48,3.0,Note 1,84,0.0,0.0,1.0,0
2315-916,2024-08-25,20:39:05.313814,Marlboro,20,13.0,260.0,Bank Transfer,Seller C,46.3,47.84,Note 1,39,1.0,0.0,0.0,0
1473-700,2024-07-31,20:39:05.329438,Toilet Paper,4,18.08,72.32,PayPal,Seller C,11.8,11.57,Note 1,38,0.0,0.0,1.0,0
6837-934,2024-07-20,20:39:05.329438,Cigarette Lighter,10,12.0,120.0,Cash,Seller A,13.6,20.74,Note 1,23,0.0,0.0,1.0,0
8208-270,2024-07-07,20:39:05.329438,Lucky Strike,5,11.0,55.0,Cash,Seller A,1.17,3.81,Note 2,30,1.0,0.0,0.0,0
6731-224,2024-07-03,20:39:05.329438,Candies,18,3.11,55.98,PayPal,Seller C,10.37,8.96,Note 3,84,0.0,0.0,0.0,0
7138-948,2024-08-25,20:39:05.329438,Marlboro,2,13.0,26.0,Bank Transfer,Seller B,0.05,0.4,Note 1,98,1.0,0.0,0.0,0
4739-312,2024-07-18,20:39:05.329438,Lucky Strike,13,11.0,143.0,Credit Card,Seller C,4.13,17.16,Note 3,12,1.0,0.0,0.0,0
3138-559,2024-07-20,20:39:05.329438,Toilet Paper,3,3.45,10.35,Bank Transfer,Seller A,0.43,1.66,Note 2,67,0.0,0.0,1.0,0
2503-530,2024-07-07,20:39:05.329438,Candies,7,4.79,33.53,Credit Card,Seller D,6.71,5.36,Note 2,90,0.0,0.0,0.0,0
3483-752,2024-07-30,20:39:05.345064,Camel,19,17.0,323.0,Cash,Seller D,45.95,41.89,Note 3,41,1.0,0.0,0.0,0
2980-853,2024-08-13,20:39:05.345064,Candies,7,2.37,16.59,PayPal,Seller C,2.82,2.65,Note 1,97,0.0,0.0,0.0,0
3324-848,2024-07-19,20:39:05.345064,Chewing gums,17,11.26,191.42,Credit Card,Seller D,31.63,30.63,Note 1,95,0.0,0.0,0.0,0
2671-384,2024-08-03,20:39:05.345064,Chocolate,9,4.8,43.2,Bank Transfer,Seller C,9.63,6.91,Note 4,53,0.0,0.0,0.0,0
1014-647,2024-08-30,20:39:05.345064,Soda,12,2.98,35.76,PayPal,Seller A,7.14,5.72,Note 2,63,0.0,1.0,0.0,0
9038-671,2024-08-21,20:39:05.345064,Water,8,7.0,56.0,Bank Transfer,Seller D,7.62,8.96,Note 1,38,0.0,1.0,0.0,0
3943-602,2024-07-19,20:39:05.345064,Water,1,12.79,12.79,Credit Card,Seller B,3.72,2.05,Note 2,71,0.0,1.0,0.0,0
7149-781,2024-07-14,20:39:05.345064,Juice,10,19.35,193.5,Bank Transfer,Seller C,39.87,30.96,Note 4,54,0.0,1.0,0.0,0
5154-635,2024-08-03,20:39:05.345064,Cookies,5,5.49,27.45,Cash,Seller B,5.94,4.39,Note 3,8,0.0,0.0,0.0,0
2754-862,2024-07-18,20:39:05.360689,Candies,15,2.36,35.4,Bank Transfer,Seller C,7.15,5.66,Note 2,1,0.0,0.0,0.0,0
5188-496,2024-07-06,20:39:05.360689,Juice,2,18.34,36.68,Cash,Seller D,2.16,5.87,Note 1,19,0.0,1.0,0.0,0
8668-461,2024-08-10,20:39:05.360689,Lucky Strike,1,11.0,11.0,PayPal,Seller A,0.21,0.54,Note 3,75,1.0,0.0,0.0,0
9750-349,2024-08-05,20:39:05.360689,Chocolate,3,15.64,46.92,Bank Transfer,Seller C,8.03,7.51,Note 3,42,0.0,0.0,0.0,0
8250-991,2024-07-19,20:39:05.360689,Beer,10,10.51,105.1,Bank Transfer,Seller C,28.58,16.82,Note 3,3,0.0,1.0,0.0,0
1367-376,2024-08-14,20:39:05.360689,Magazine,14,12.99,181.86,Credit Card,Seller A,6.92,29.1,Note 3,11,0.0,0.0,1.0,0
6437-535,2024-07-10,20:39:05.360689,Juice,10,16.06,160.6,PayPal,Seller D,46.0,25.7,Note 4,8,0.0,1.0,0.0,0
3275-792,2024-08-27,20:39:05.360689,Water,4,5.57,22.28,Cash,Seller C,6.63,3.56,Note 1,51,0.0,1.0,0.0,0
9291-991,2024-08-04,20:39:05.360689,Soda,18,8.64,155.52,Bank Transfer,Seller C,15.55,24.88,Note 1,22,0.0,1.0,0.0,0
1101-959,2024-07-01,20:39:05.360689,Chocolate,16,2.26,36.16,Bank Transfer,Seller D,2.81,5.79,Note 3,79,0.0,0.0,0.0,0
1510-400,2024-07-25,20:39:05.376318,Water,11,9.69,106.59,PayPal,Seller D,6.07,17.05,Note 1,5,0.0,1.0,0.0,0
6387-672,2024-07-17,20:39:05.376318,Lucky Strike,7,11.0,77.0,Bank Transfer,Seller B,5.36,5.2,Note 4,36,1.0,0.0,0.0,0
9780-734,2024-08-27,20:39:05.376318,Chewing gums,11,1.24,13.64,PayPal,Seller C,0.9,2.18,Note 4,86,0.0,0.0,0.0,0
5866-953,2024-07-31,20:39:05.376318,Marlboro,16,13.0,208.0,PayPal,Seller B,22.4,25.78,Note 3,41,1.0,0.0,0.0,0
6290-218,2024-08-24,20:39:05.376318,Beer,8,4.52,36.16,Bank Transfer,Seller B,4.48,5.79,Note 3,62,0.0,1.0,0.0,0
5263-451,2024-08-25,20:39:05.376318,Marlboro,19,13.0,247.0,Bank Transfer,Seller D,27.87,40.46,Note 3,20,1.0,0.0,0.0,0
5346-645,2024-08-26,20:39:05.376318,Water,15,14.15,212.25,Bank Transfer,Seller C,53.08,33.96,Note 1,86,0.0,1.0,0.0,0
4983-823,2024-07-21,20:39:05.376318,Toilet Paper,8,19.28,154.24,Credit Card,Seller C,32.83,24.68,Note 4,70,0.0,0.0,1.0,0
6942-218,2024-08-02,20:39:05.376318,Soda,9,9.25,83.25,PayPal,Seller D,17.19,13.32,Note 3,16,0.0,1.0,0.0,0
4264-637,2024-08-06,20:39:05.391944,Magazine,12,9.86,118.32,Credit Card,Seller B,5.75,18.93,Note 1,65,0.0,0.0,1.0,0
6486-303,2024-07-07,20:39:05.391944,Juice,6,10.66,63.96,Credit Card,Seller D,13.19,10.23,Note 1,12,0.0,1.0,0.0,0
8658-334,2024-07-31,20:39:05.391944,Toilet Paper,20,14.63,292.6,Cash,Seller D,4.59,46.82,Note 2,20,0.0,0.0,1.0,0
2043-527,2024-07-05,20:39:05.391944,Chocolate,14,14.27,199.78,Cash,Seller C,23.94,31.96,Note 2,46,0.0,0.0,0.0,0
7662-874,2024-07-21,20:39:05.391944,Magazine,2,14.48,28.96,Credit Card,Seller D,6.55,4.63,Note 1,17,0.0,0.0,1.0,0
2517-190,2024-07-09,20:39:05.391944,Beer,18,16.89,304.02,PayPal,Seller C,62.82,48.64,Note 1,52,0.0,1.0,0.0,0
4493-255,2024-07-05,20:39:05.391944,Lucky Strike,3,11.0,33.0,Bank Transfer,Seller B,0.27,1.62,Note 1,85,1.0,0.0,0.0,0
3397-146,2024-07-24,20:39:05.391944,Water,17,14.67,249.39,PayPal,Seller A,30.69,39.9,Note 2,10,0.0,1.0,0.0,0
4579-128,2024-08-22,20:39:05.391944,Chewing gums,6,9.79,58.74,Credit Card,Seller D,1.04,9.4,Note 4,4,0.0,0.0,0.0,0
2006-484,2024-07-13,20:39:05.407569,Marlboro,1,13.0,13.0,Bank Transfer,Seller A,0.0,0.2,Note 3,36,1.0,0.0,0.0,0
8228-505,2024-08-09,20:39:05.407569,Magazine,19,6.04,114.76,Bank Transfer,Seller D,26.47,18.36,Note 1,6,0.0,0.0,1.0,0
6041-453,2024-08-13,20:39:05.407569,Water,17,9.33,158.61,Credit Card,Seller B,44.2,25.38,Note 3,38,0.0,1.0,0.0,0
5451-639,2024-07-29,20:39:05.407569,Marlboro,4,13.0,52.0,Credit Card,Seller B,6.86,6.76,Note 2,70,1.0,0.0,0.0,0
5659-208,2024-07-31,20:39:05.407569,Lucky Strike,17,11.0,187.0,Bank Transfer,Seller B,56.62,51.95,Note 1,33,1.0,0.0,0.0,0
2151-672,2024-08-27,20:39:05.407569,Water,12,6.19,74.28,PayPal,Seller B,14.37,11.88,Note 1,66,0.0,1.0,0.0,0
5917-723,2024-07-26,20:39:05.407569,Chocolate,3,19.45,58.35,Cash,Seller B,10.39,9.34,Note 4,42,0.0,0.0,0.0,0
3449-865,2024-08-27,20:39:05.407569,Marlboro,12,13.0,156.0,Credit Card,Seller D,52.61,28.7,Note 3,80,1.0,0.0,0.0,0
7003-293,2024-08-03,20:39:05.407569,Marlboro,13,13.0,169.0,PayPal,Seller B,40.38,28.06,Note 1,28,1.0,0.0,0.0,0
8667-233,2024-07-14,20:39:05.423195,Chewing gums,16,13.01,208.16,Bank Transfer,Seller D,21.23,33.31,Note 4,8,0.0,0.0,0.0,0
8062-132,2024-08-01,20:39:05.423195,Toilet Paper,13,15.13,196.69,Bank Transfer,Seller C,18.44,31.47,Note 1,80,0.0,0.0,1.0,0
9761-911,2024-08-30,20:39:05.423195,Lucky Strike,2,11.0,22.0,Credit Card,Seller C,0.33,0.5,Note 2,64,1.0,0.0,0.0,0
8926-225,2024-08-29,20:39:05.423195,Cookies,18,8.7,156.6,Bank Transfer,Seller C,10.47,25.06,Note 4,36,0.0,0.0,0.0,0
6280-517,2024-07-09,20:39:05.423195,Water,7,3.83,26.81,Cash,Seller B,2.36,4.29,Note 1,88,0.0,1.0,0.0,0
8451-833,2024-08-21,20:39:05.423195,Camel,17,17.0,289.0,Cash,Seller D,18.09,11.64,Note 3,71,1.0,0.0,0.0,0
4989-890,2024-07-07,20:39:05.423195,Chewing gums,14,9.79,137.06,Cash,Seller D,25.14,21.93,Note 2,12,0.0,0.0,0.0,0
1672-464,2024-07-05,20:39:05.423195,Magazine,18,12.32,221.76,PayPal,Seller B,17.03,35.48,Note 2,17,0.0,0.0,1.0,0
7049-172,2024-08-10,20:39:05.423195,Soda,18,2.98,53.64,Credit Card,Seller B,10.67,8.58,Note 3,54,0.0,1.0,0.0,0
9894-942,2024-07-19,20:39:05.438818,Toilet Paper,15,8.2,123.0,Bank Transfer,Seller D,20.37,19.68,Note 4,95,0.0,0.0,1.0,0
9225-507,2024-08-10,20:39:05.438818,Toilet Paper,8,19.6,156.8,Bank Transfer,Seller C,22.16,25.09,Note 4,77,0.0,0.0,1.0,0
7620-623,2024-08-02,20:39:05.438818,Chewing gums,3,9.98,29.94,PayPal,Seller B,4.64,4.79,Note 1,12,0.0,0.0,0.0,0
1464-818,2024-08-09,20:39:05.438818,Lucky Strike,12,11.0,132.0,PayPal,Seller C,10.72,22.52,Note 3,46,1.0,0.0,0.0,0
5436-690,2024-07-30,20:39:05.438818,Water,1,7.35,7.35,Credit Card,Seller B,1.76,1.18,Note 2,32,0.0,1.0,0.0,0
3826-517,2024-07-24,20:39:05.454444,Beer,17,5.48,93.16,Cash,Seller C,4.67,14.91,Note 4,97,0.0,1.0,0.0,0
8397-876,2024-07-21,20:39:05.454444,Chewing gums,10,7.74,77.4,PayPal,Seller C,22.52,12.38,Note 2,77,0.0,0.0,0.0,0
3260-206,2024-08-10,20:39:05.454444,Marlboro,20,13.0,260.0,Cash,Seller C,1.14,24.13,Note 2,1,1.0,0.0,0.0,0
2901-744,2024-07-18,20:39:05.454444,Cookies,4,2.75,11.0,Cash,Seller D,2.34,1.76,Note 3,93,0.0,0.0,0.0,0
8892-752,2024-08-04,20:39:05.454444,Cookies,15,6.8,102.0,Cash,Seller C,29.61,16.32,Note 4,64,0.0,0.0,0.0,0
3238-941,2024-07-07,20:39:05.454444,Lucky Strike,8,11.0,88.0,Cash,Seller C,0.33,15.22,Note 3,80,1.0,0.0,0.0,0
9254-978,2024-07-13,20:39:05.454444,Candies,7,12.56,87.92,Credit Card,Seller C,2.54,14.07,Note 1,98,0.0,0.0,0.0,0
5390-105,2024-07-05,20:39:05.454444,Lucky Strike,9,11.0,99.0,PayPal,Seller D,28.15,26.5,Note 4,3,1.0,0.0,0.0,0
5309-479,2024-08-09,20:39:05.454444,Water,7,9.81,68.67,PayPal,Seller A,12.65,10.99,Note 4,38,0.0,1.0,0.0,0
9570-588,2024-07-12,20:39:05.470067,Chocolate,6,10.24,61.44,Bank Transfer,Seller C,10.44,9.83,Note 1,53,0.0,0.0,0.0,0
1796-898,2024-08-09,20:39:05.470067,Beer,2,11.31,22.62,Credit Card,Seller A,3.3,3.62,Note 1,57,0.0,1.0,0.0,0
2289-873,2024-08-22,20:39:05.470067,Beer,7,10.51,73.57,PayPal,Seller D,1.72,11.77,Note 2,44,0.0,1.0,0.0,0
9386-869,2024-07-03,20:39:05.470067,Candies,20,15.9,318.0,PayPal,Seller D,76.63,50.88,Note 1,23,0.0,0.0,0.0,0
8026-238,2024-07-08,20:39:05.470067,Marlboro,17,13.0,221.0,Credit Card,Seller D,4.95,4.6,Note 3,80,1.0,0.0,0.0,0
4404-679,2024-07-19,20:39:05.470067,Beer,10,14.06,140.6,Cash,Seller B,3.81,22.5,Note 2,30,0.0,1.0,0.0,0
6985-111,2024-07-12,20:39:05.470067,Camel,8,17.0,136.0,Credit Card,Seller C,21.44,12.15,Note 2,75,1.0,0.0,0.0,0
9663-730,2024-07-21,20:39:05.485693,Lucky Strike,1,11.0,11.0,Cash,Seller A,0.31,0.22,Note 2,14,1.0,0.0,0.0,0
6600-750,2024-08-30,20:39:05.485693,Candies,20,16.7,334.0,Cash,Seller A,64.05,53.44,Note 4,28,0.0,0.0,0.0,0
2692-601,2024-08-03,20:39:05.485693,Chocolate,1,16.5,16.5,Credit Card,Seller C,3.83,2.64,Note 1,75,0.0,0.0,0.0,0
5584-593,2024-07-27,20:39:05.485693,Toilet Paper,12,4.04,48.48,Bank Transfer,Seller C,12.76,7.76,Note 1,69,0.0,0.0,1.0,0
3616-646,2024-08-04,20:39:05.485693,Chewing gums,5,14.65,73.25,Credit Card,Seller B,14.42,11.72,Note 2,67,0.0,0.0,0.0,0
2446-197,2024-08-19,20:39:05.485693,Marlboro,7,13.0,91.0,Bank Transfer,Seller B,9.77,10.45,Note 2,23,1.0,0.0,0.0,0
1447-395,2024-07-24,20:39:05.485693,Soda,11,18.81,206.91,Bank Transfer,Seller A,35.44,33.11,Note 1,70,0.0,1.0,0.0,0
3210-619,2024-08-24,20:39:05.485693,Soda,4,13.43,53.72,Bank Transfer,Seller C,8.13,8.6,Note 4,6,0.0,1.0,0.0,0
4561-658,2024-07-15,20:39:05.485693,Water,13,3.57,46.41,Bank Transfer,Seller D,8.36,7.43,Note 2,72,0.0,1.0,0.0,0
5824-752,2024-07-27,20:39:05.501310,Soda,12,2.44,29.28,Cash,Seller C,7.94,4.68,Note 4,2,0.0,1.0,0.0,0
4353-599,2024-08-28,20:39:05.501310,Toilet Paper,17,18.08,307.36,Cash,Seller C,71.72,49.18,Note 4,79,0.0,0.0,1.0,0
5196-683,2024-08-07,20:39:05.501310,Candies,13,15.58,202.54,PayPal,Seller C,57.56,32.41,Note 2,65,0.0,0.0,0.0,0
5457-474,2024-08-02,20:39:05.501310,Toilet Paper,8,9.29,74.32,Credit Card,Seller C,6.52,11.89,Note 4,46,0.0,0.0,1.0,0
2914-749,2024-07-06,20:39:05.501310,Water,5,13.19,65.95,PayPal,Seller C,17.4,10.55,Note 1,21,0.0,1.0,0.0,0
4885-377,2024-08-22,20:39:05.501310,Marlboro,20,13.0,260.0,PayPal,Seller D,0.16,27.26,Note 1,84,1.0,0.0,0.0,0
1381-803,2024-08-28,20:39:05.501310,Cookies,14,19.26,269.64,Bank Transfer,Seller A,42.85,43.14,Note 4,65,0.0,0.0,0.0,0
8384-716,2024-08-29,20:39:05.516939,Cookies,17,5.49,93.33,Credit Card,Seller A,21.46,14.93,Note 2,40,0.0,0.0,0.0,0
9563-973,2024-07-11,20:39:05.516939,Camel,7,17.0,119.0,Cash,Seller D,16.45,19.72,Note 1,44,1.0,0.0,0.0,0
6108-621,2024-07-17,20:39:05.516939,Magazine,19,19.69,374.11,Bank Transfer,Seller D,44.73,59.86,Note 1,84,0.0,0.0,1.0,0
1123-741,2024-07-13,20:39:05.516939,Lucky Strike,3,11.0,33.0,Credit Card,Seller C,0.23,1.74,Note 4,63,1.0,0.0,0.0,0
9418-397,2024-07-06,20:39:05.516939,Cookies,11,10.89,119.79,Credit Card,Seller D,25.21,19.17,Note 3,60,0.0,0.0,0.0,0
5413-452,2024-07-06,20:39:05.516939,Marlboro,16,13.0,208.0,Credit Card,Seller D,48.69,41.47,Note 2,34,1.0,0.0,0.0,0
1596-320,2024-08-22,20:39:05.516939,Water,16,7.72,123.52,Cash,Seller D,26.33,19.76,Note 3,17,0.0,1.0,0.0,0
