Invoice Number,Date Sale,Time Sale,Product,Category,Quantity,Unit Price,Total Sale,Payment Method,Seller,Discounts,Taxes,Notes,Remaining Stock
5154-635,2024-08-03,20:39:05.345064,Cookies,Candies,5,5.49,27.45,Cash,Seller B,5.94,4.39,Note 3,8
2754-862,2024-07-18,20:39:05.360689,Candies,Candies,15,2.36,35.4,Bank Transfer,Seller C,7.15,5.66,Note 2,1
5188-496,2024-07-06,20:39:05.360689,Juice,Drinks,2,18.34,36.68,Cash,Seller D,2.16,5.87,Note 1,19
8668-461,2024-08-10,20:39:05.360689,Lucky Strike,Cigarettes,1,11,11,PayPal,Seller A,0.21,0.54,Note 3,75
9750-349,2024-08-05,20:39:05.360689,Chocolate,Candies,3,15.64,46.92,Bank Transfer,Seller C,8.03,7.51,Note 3,42
8250-991,2024-07-19,20:39:05.360689,Beer,Drinks,10,10.51,105.1,Bank Transfer,Seller C,28.58,16.82,Note 3,3
1367-376,2024-08-14,20:39:05.360689,Magazine,Others,14,12.99,181.86,Credit Card,Seller A,6.92,29.1,Note 3,11
6437-535,2024-07-10,20:39:05.360689,Juice,Drinks,10,16.06,160.6,PayPal,Seller D,46,25.7,Note 4,8
3275-792,2024-08-27,20:39:05.360689,Water,Drinks,4,5.57,22.28,Cash,Seller C,6.63,3.56,Note 1,51
9291-991,2024-08-04,20:39:05.360689,Soda,Drinks,18,8.64,155.52,Bank Transfer,Seller C,15.55,24.88,Note 1,22
1101-959,2024-07-01,20:39:05.360689,Chocolate,Candies,16,2.26,36.16,Bank Transfer,Seller D,2.81,5.79,Note 3,79
1510-400,2024-07-25,20:39:05.376318,Water,Drinks,11,9.69,106.59,PayPal,Seller D,6.07,17.05,Note 1,5
6387-672,2024-07-17,20:39:05.376318,Lucky Strike,Cigarettes,7,11,77,Bank Transfer,Seller B,5.36,5.2,Note 4,36
9780-734,2024-08-27,20:39:05.376318,Chewing gums,Candies,11,1.24,13.64,PayPal,Seller C,0.9,2.18,Note 4,86
5866-953,2024-07-31,20:39:05.376318,Marlboro,Cigarettes,16,13,208,PayPal,Seller B,22.4,25.78,Note 3,41
6290-218,2024-08-24,20:39:05.376318,Beer,Drinks,8,4.52,36.16,Bank Transfer,Seller B,4.48,5.79,Note 3,62
5263-451,2024-08-25,20:39:05.376318,Marlboro,Cigarettes,19,13,247,Bank Transfer,Seller D,27.87,40.46,Note 3,20
5346-645,2024-08-26,20:39:05.376318,Water,Drinks,15,14.15,212.25,Bank Transfer,Seller C,53.08,33.96,Note 1,86
4983-823,2024-07-21,20:39:05.376318,Toilet Paper,Others,8,19.28,154.24,Credit Card,Seller C,32.83,24.68,Note 4,70
6942-218,2024-08-02,20:39:05.376318,Soda,Drinks,9,9.25,83.25,PayPal,Seller D,17.19,13.32,Note 3,16
4264-637,2024-08-06,20:39:05.391944,Magazine,Others,12,9.86,118.32,Credit Card,Seller B,5.75,18.93,Note 1,65
6486-303,2024-07-07,20:39:05.391944,Juice,Drinks,6,10.66,63.96,Credit Card,Seller D,13.19,10.23,Note 1,12
8658-334,2024-07-31,20:39:05.391944,Toilet Paper,Others,20,14.63,292.6,Cash,Seller D,4.59,46.82,Note 2,20
2043-527,2024-07-05,20:39:05.391944,Chocolate,Candies,14,14.27,199.78,Cash,Seller C,23.94,31.96,Note 2,46
7662-874,2024-07-21,20:39:05.391944,Magazine,Others,2,14.48,28.96,Credit Card,Seller D,6.55,4.63,Note 1,17
2517-190,2024-07-09,20:39:05.391944,Beer,Drinks,18,16.89,304.02,PayPal,Seller C,62.82,48.64,Note 1,52
4493-255,2024-07-05,20:39:05.391944,Lucky Strike,Cigarettes,3,11,33,Bank Transfer,Seller B,0.27,1.62,Note 1,85
3397-146,2024-07-24,20:39:05.391944,Water,Drinks,17,14.67,249.39,PayPal,Seller A,30.69,39.9,Note 2,10
4579-128,2024-08-22,20:39:05.391944,Chewing gums,Candies,6,9.79,58.74,Credit Card,Seller D,1.04,9.4,Note 4,4
2006-484,2024-07-13,20:39:05.407569,Marlboro,Cigarettes,1,13,13,Bank Transfer,Seller A,0,0.2,Note 3,36
8228-505,2024-08-09,20:39:05.407569,Magazine,Others,19,6.04,114.76,Bank Transfer,Seller D,26.47,18.36,Note 1,6
6041-453,2024-08-13,20:39:05.407569,Water,Drinks,17,9.33,158.61,Credit Card,Seller B,44.2,25.38,Note 3,38
5451-639,2024-07-29,20:39:05.407569,Marlboro,Cigarettes,4,13,52,Credit Card,Seller B,6.86,6.76,Note 2,70
5659-208,2024-07-31,20:39:05.407569,Lucky Strike,Cigarettes,17,11,187,Bank Transfer,Seller B,56.62,51.95,Note 1,33
2151-672,2024-08-27,20:39:05.407569,Water,Drinks,12,6.19,74.28,PayPal,Seller B,14.37,11.88,Note 1,66
5917-723,2024-07-26,20:39:05.407569,Chocolate,Candies,3,19.45,58.35,Cash,Seller B,10.39,9.34,Note 4,42
3449-865,2024-08-27,20:39:05.407569,Marlboro,Cigarettes,12,13,156,Credit Card,Seller D,52.61,28.7,Note 3,80
7003-293,2024-08-03,20:39:05.407569,Marlboro,Cigarettes,13,13,169,PayPal,Seller B,40.38,28.06,Note 1,28
8667-233,2024-07-14,20:39:05.423195,Chewing gums,Candies,16,13.01,208.16,Bank Transfer,Seller D,21.23,33.31,Note 4,8
8062-132,2024-08-01,20:39:05.423195,Toilet Paper,Others,13,15.13,196.69,Bank Transfer,Seller C,18.44,31.47,Note 1,80
9761-911,2024-08-30,20:39:05.423195,Lucky Strike,Cigarettes,2,11,22,Credit Card,Seller C,0.33,0.5,Note 2,64
8926-225,2024-08-29,20:39:05.423195,Cookies,Candies,18,8.7,156.6,Bank Transfer,Seller C,10.47,25.06,Note 4,36
6280-517,2024-07-09,20:39:05.423195,Water,Drinks,7,3.83,26.81,Cash,Seller B,2.36,4.29,Note 1,88
8451-833,2024-08-21,20:39:05.423195,Camel,Cigarettes,17,17,289,Cash,Seller D,18.09,11.64,Note 3,71
4989-890,2024-07-07,20:39:05.423195,Chewing gums,Candies,14,9.79,137.06,Cash,Seller D,25.14,21.93,Note 2,12
1672-464,2024-07-05,20:39:05.423195,Magazine,Others,18,12.32,221.76,PayPal,Seller B,17.03,35.48,Note 2,17
7049-172,2024-08-10,20:39:05.423195,Soda,Drinks,18,2.98,53.64,Credit Card,Seller B,10.67,8.58,Note 3,54
9894-942,2024-07-19,20:39:05.438818,Toilet Paper,Others,15,8.2,123,Bank Transfer,Seller D,20.37,19.68,Note 4,95
9225-507,2024-08-10,20:39:05.438818,Toilet Paper,Others,8,19.6,156.8,Bank Transfer,Seller C,22.16,25.09,Note 4,77
7620-623,2024-08-02,20:39:05.438818,Chewing gums,Candies,3,9.98,29.94,PayPal,Seller B,4.64,4.79,Note 1,12
1464-818,2024-08-09,20:39:05.438818,Lucky Strike,Cigarettes,12,11,132,PayPal,Seller C,10.72,22.52,Note 3,46
5436-690,2024-07-30,20:39:05.438818,Water,Drinks,1,7.35,7.35,Credit Card,Seller B,1.76,1.18,Note 2,32
3826-517,2024-07-24,20:39:05.454444,Beer,Drinks,17,5.48,93.16,Cash,Seller C,4.67,14.91,Note 4,97
8397-876,2024-07-21,20:39:05.454444,Chewing gums,Candies,10,7.74,77.4,PayPal,Seller C,22.52,12.38,Note 2,77
3260-206,2024-08-10,20:39:05.454444,Marlboro,Cigarettes,20,13,260,Cash,Seller C,1.14,24.13,Note 2,1
2901-744,2024-07-18,20:39:05.454444,Cookies,Candies,4,2.75,11,Cash,Seller D,2.34,1.76,Note 3,93
8892-752,2024-08-04,20:39:05.454444,Cookies,Candies,15,6.8,102,Cash,Seller C,29.61,16.32,Note 4,64
3238-941,2024-07-07,20:39:05.454444,Lucky Strike,Cigarettes,8,11,88,Cash,Seller C,0.33,15.22,Note 3,80
9254-978,2024-07-13,20:39:05.454444,Candies,Candies,7,12.56,87.92,Credit Card,Seller C,2.54,14.07,Note 1,98
5390-105,2024-07-05,20:39:05.454444,Lucky Strike,Cigarettes,9,11,99,PayPal,Seller D,28.15,26.5,Note 4,3
5309-479,2024-08-09,20:39:05.454444,Water,Drinks,7,9.81,68.67,PayPal,Seller A,12.65,10.99,Note 4,38
9570-588,2024-07-12,20:39:05.470067,Chocolate,Candies,6,10.24,61.44,Bank Transfer,Seller C,10.44,9.83,Note 1,53
1796-898,2024-08-09,20:39:05.470067,Beer,Drinks,2,11.31,22.62,Credit Card,Seller A,3.3,3.62,Note 1,57
2289-873,2024-08-22,20:39:05.470067,Beer,Drinks,7,10.51,73.57,PayPal,Seller D,1.72,11.77,Note 2,44
9386-869,2024-07-03,20:39:05.470067,Candies,Candies,20,15.9,318,PayPal,Seller D,76.63,50.88,Note 1,23
8026-238,2024-07-08,20:39:05.470067,Marlboro,Cigarettes,17,13,221,Credit Card,Seller D,4.95,4.6,Note 3,80
4404-679,2024-07-19,20:39:05.470067,Beer,Drinks,10,14.06,140.6,Cash,Seller B,3.81,22.5,Note 2,30
6985-111,2024-07-12,20:39:05.470067,Camel,Cigarettes,8,17,136,Credit Card,Seller C,21.44,12.15,Note 2,75
9663-730,2024-07-21,20:39:05.485693,Lucky Strike,Cigarettes,1,11,11,Cash,Seller A,0.31,0.22,Note 2,14
6600-750,2024-08-30,20:39:05.485693,Candies,Candies,20,16.7,334,Cash,Seller A,64.05,53.44,Note 4,28
2692-601,2024-08-03,20:39:05.485693,Chocolate,Candies,1,16.5,16.5,Credit Card,Seller C,3.83,2.64,Note 1,75
5584-593,2024-07-27,20:39:05.485693,Toilet Paper,Others,12,4.04,48.48,Bank Transfer,Seller C,12.76,7.76,Note 1,69
3616-646,2024-08-04,20:39:05.485693,Chewing gums,Candies,5,14.65,73.25,Credit Card,Seller B,14.42,11.72,Note 2,67
2446-197,2024-08-19,20:39:05.485693,Marlboro,Cigarettes,7,13,91,Bank Transfer,Seller B,9.77,10.45,Note 2,23
1447-395,2024-07-24,20:39:05.485693,Soda,Drinks,11,18.81,206.91,Bank Transfer,Seller A,35.44,33.11,Note 1,70
3210-619,2024-08-24,20:39:05.485693,Soda,Drinks,4,13.43,53.72,Bank Transfer,Seller C,8.13,8.6,Note 4,6
4561-658,2024-07-15,20:39:05.485693,Water,Drinks,13,3.57,46.41,Bank Transfer,Seller D,8.36,7.43,Note 2,72
5824-752,2024-07-27,20:39:05.501310,Soda,Drinks,12,2.44,29.28,Cash,Seller C,7.94,4.68,Note 4,2
4353-599,2024-08-28,20:39:05.501310,Toilet Paper,Others,17,18.08,307.36,Cash,Seller C,71.72,49.18,Note 4,79
5196-683,2024-08-07,20:39:05.501310,Candies,Candies,13,15.58,202.54,PayPal,Seller C,57.56,32.41,Note 2,65
5457-474,2024-08-02,20:39:05.501310,Toilet Paper,Others,8,9.29,74.32,Credit Card,Seller C,6.52,11.89,Note 4,46
2914-749,2024-07-06,20:39:05.501310,Water,Drinks,5,13.19,65.95,PayPal,Seller C,17.4,10.55,Note 1,21
4885-377,2024-08-22,20:39:05.501310,Marlboro,Cigarettes,20,13,260,PayPal,Seller D,0.16,27.26,Note 1,84
1381-803,2024-08-28,20:39:05.501310,Cookies,Candies,14,19.26,269.64,Bank Transfer,Seller A,42.85,43.14,Note 4,65
8384-716,2024-08-29,20:39:05.516939,Cookies,Candies,17,5.49,93.33,Credit Card,Seller A,21.46,14.93,Note 2,40
9563-973,2024-07-11,20:39:05.516939,Camel,Cigarettes,7,17,119,Cash,Seller D,16.45,19.72,Note 1,44
6108-621,2024-07-17,20:39:05.516939,Magazine,Others,19,19.69,374.11,Bank Transfer,Seller D,44.73,59.86,Note 1,84
1123-741,2024-07-13,20:39:05.516939,Lucky Strike,Cigarettes,3,11,33,Credit Card,Seller C,0.23,1.74,Note 4,63
9418-397,2024-07-06,20:39:05.516939,Cookies,Candies,11,10.89,119.79,Credit Card,Seller D,25.21,19.17,Note 3,60
5413-452,2024-07-06,20:39:05.516939,Marlboro,Cigarettes,16,13,208,Credit Card,Seller D,48.69,41.47,Note 2,34
1596-320,2024-08-22,20:39:05.516939,Water,Drinks,16,7.72,123.52,Cash,Seller D,26.33,19.76,Note 3,17
8454-438,2024-08-01,20:39:05.516939,Lucky Strike,Cigarettes,18,11,198,Bank Transfer,Seller C,0.06,13.97,Note 4,27
9835-315,2024-08-30,20:39:05.516939,Marlboro,Cigarettes,17,13,221,Cash,Seller D,55.19,31.36,Note 4,22
5090-356,2024-08-04,20:39:05.532567,Magazine,Others,13,12.36,160.68,Credit Card,Seller D,35.59,25.71,Note 1,64
9114-133,2024-07-01,20:39:05.532567,Lucky Strike,Cigarettes,9,11,99,Bank Transfer,Seller B,13.86,24.21,Note 2,55
6419-420,2024-07-02,20:39:05.532567,Cookies,Candies,2,6.58,13.16,Credit Card,Seller A,2.89,2.11,Note 1,51
7798-481,2024-07-19,20:39:05.532567,Lucky Strike,Cigarettes,12,11,132,Bank Transfer,Seller B,1.56,6.8,Note 2,93
7323-189,2024-08-14,20:39:05.532567,Juice,Drinks,3,16.55,49.65,PayPal,Seller B,9.23,7.94,Note 4,78
1155-591,2024-08-27,20:39:05.532567,Beer,Drinks,3,18.19,54.57,Cash,Seller D,6.86,8.73,Note 4,44
8231-654,2024-07-08,20:39:05.532567,Juice,Drinks,7,1.55,10.85,Bank Transfer,Seller D,1.16,1.74,Note 1,94
4595-143,2024-07-25,20:39:05.532567,Chocolate,Candies,1,11.81,11.81,PayPal,Seller A,0.11,1.89,Note 2,11
9438-734,2024-08-24,20:39:05.532567,Lucky Strike,Cigarettes,1,11,11,Cash,Seller D,0.65,0.74,Note 1,76
5185-138,2024-07-08,20:39:05.548194,Juice,Drinks,8,1.05,8.4,Bank Transfer,Seller B,0.02,1.34,Note 1,74
4725-460,2024-07-25,20:39:05.548194,Cookies,Candies,6,8.4,50.4,PayPal,Seller A,14.39,8.06,Note 1,46
1726-841,2024-08-21,20:39:05.548194,Beer,Drinks,13,18.51,240.63,Cash,Seller D,7.94,38.5,Note 4,67
2697-260,2024-07-02,20:39:05.548194,Water,Drinks,1,9.81,9.81,Bank Transfer,Seller B,2.28,1.57,Note 3,61
7336-820,2024-08-06,20:39:05.548194,Beer,Drinks,3,11.93,35.79,PayPal,Seller D,5.02,5.73,Note 4,58
4126-923,2024-08-29,20:39:05.548194,Chocolate,Candies,16,8.08,129.28,PayPal,Seller A,9.98,20.68,Note 1,44
2646-713,2024-07-10,20:39:05.548194,Lucky Strike,Cigarettes,11,11,121,PayPal,Seller D,19.27,10.31,Note 1,80
8773-204,2024-07-04,20:39:05.548194,Juice,Drinks,10,19.35,193.5,Bank Transfer,Seller A,46.19,30.96,Note 2,43
9663-919,2024-08-15,20:39:05.548194,Lucky Strike,Cigarettes,15,11,165,Cash,Seller C,14.81,43.97,Note 4,84
4651-109,2024-07-25,20:39:05.563818,Cookies,Candies,11,18.42,202.62,Cash,Seller D,53.21,32.42,Note 1,25
9486-169,2024-07-22,20:39:05.563818,Water,Drinks,6,15.05,90.3,Cash,Seller C,9.91,14.45,Note 4,66
6707-129,2024-08-17,20:39:05.563818,Lucky Strike,Cigarettes,11,11,121,Cash,Seller D,23.05,21.89,Note 3,95
8902-313,2024-08-21,20:39:05.563818,Beer,Drinks,8,1.66,13.28,PayPal,Seller D,2.11,2.12,Note 3,86
1782-686,2024-07-07,20:39:05.563818,Magazine,Others,4,6.3,25.2,Cash,Seller B,0.02,4.03,Note 4,9
3346-514,2024-07-22,20:39:05.563818,Magazine,Others,18,9.94,178.92,Cash,Seller C,30.84,28.63,Note 3,24
8046-695,2024-08-17,20:39:05.563818,Magazine,Others,14,18.13,253.82,Cash,Seller B,63.16,40.61,Note 4,68
8305-769,2024-08-29,20:39:05.563818,Magazine,Others,3,5.64,16.92,Credit Card,Seller A,3.94,2.71,Note 4,61
8257-131,2024-08-30,20:39:05.563818,Candies,Candies,7,6.1,42.7,Credit Card,Seller C,7.82,6.83,Note 4,87
7012-311,2024-07-24,20:39:05.579438,Chocolate,Candies,17,8.2,139.4,PayPal,Seller B,27.43,22.3,Note 4,56
5320-810,2024-07-03,20:39:05.579438,Magazine,Others,13,11.95,155.35,Credit Card,Seller D,32.83,24.86,Note 3,20
8821-222,2024-07-11,20:39:05.579438,Marlboro,Cigarettes,9,13,117,Cash,Seller B,1.68,17.63,Note 1,43
9921-335,2024-07-06,20:39:05.579438,Toilet Paper,Others,11,7.68,84.48,Credit Card,Seller C,20.26,13.52,Note 4,45
1054-923,2024-08-27,20:39:05.579438,Cigarette Lighter,Others,13,12,156,Credit Card,Seller B,1.55,9.15,Note 3,97
5462-177,2024-07-18,20:39:05.579438,Toilet Paper,Others,1,4.38,4.38,Cash,Seller A,1.19,0.7,Note 1,66
5284-652,2024-07-26,20:39:05.579438,Marlboro,Cigarettes,13,13,169,Cash,Seller B,3.32,2.56,Note 1,68
1132-165,2024-07-25,20:39:05.579438,Camel,Cigarettes,16,17,272,Bank Transfer,Seller D,35.97,22.81,Note 1,36
9317-217,2024-07-20,20:39:05.579438,Marlboro,Cigarettes,1,13,13,Credit Card,Seller D,3.23,2.59,Note 3,65
2550-945,2024-07-07,20:39:05.579438,Juice,Drinks,11,8.02,88.22,Cash,Seller C,2.12,14.12,Note 3,48
7873-936,2024-07-10,20:39:05.595065,Marlboro,Cigarettes,14,13,182,Credit Card,Seller D,51.97,43.03,Note 4,68
4619-631,2024-07-31,20:39:05.595065,Marlboro,Cigarettes,19,13,247,Cash,Seller B,67.98,52.26,Note 3,56
3924-362,2024-07-03,20:39:05.595065,Water,Drinks,14,9.33,130.62,Bank Transfer,Seller D,29.13,20.9,Note 3,32
2545-256,2024-08-05,20:39:05.595065,Beer,Drinks,6,10.51,63.06,Cash,Seller C,4.41,10.09,Note 4,47
1151-993,2024-08-20,20:39:05.595065,Lucky Strike,Cigarettes,13,11,143,Cash,Seller D,22.56,13.52,Note 4,74
8165-209,2024-08-02,20:39:05.595065,Soda,Drinks,9,2.53,22.77,Credit Card,Seller A,0.29,3.64,Note 2,48
9900-766,2024-08-22,20:39:05.595065,Water,Drinks,3,11.11,33.33,Cash,Seller B,2.05,5.33,Note 4,95
8142-361,2024-08-05,20:39:05.595065,Candies,Candies,5,15.31,76.55,PayPal,Seller C,6.73,12.25,Note 1,1
4849-727,2024-07-14,20:39:05.595065,Marlboro,Cigarettes,13,13,169,Bank Transfer,Seller C,33.13,38.31,Note 3,83
9130-290,2024-07-15,20:39:05.610693,Lucky Strike,Cigarettes,7,11,77,Credit Card,Seller A,9.79,16.2,Note 1,26
5020-941,2024-07-17,20:39:05.610693,Toilet Paper,Others,7,3.73,26.11,Credit Card,Seller C,1.13,4.18,Note 2,63
9380-658,2024-08-04,20:39:05.610693,Candies,Candies,14,13.41,187.74,Cash,Seller B,21.04,30.04,Note 2,62
9717-437,2024-07-21,20:39:05.610693,Candies,Candies,9,9.07,81.63,Credit Card,Seller B,22.1,13.06,Note 4,63
3241-159,2024-08-12,20:39:05.610693,Lucky Strike,Cigarettes,7,11,77,Cash,Seller C,1.43,6.47,Note 4,69
3737-835,2024-08-15,20:39:05.610693,Marlboro,Cigarettes,13,13,169,Cash,Seller A,5.99,17.58,Note 3,4
2791-903,2024-07-27,20:39:05.610693,Beer,Drinks,19,13.74,261.06,PayPal,Seller D,63.89,41.77,Note 4,88
8904-476,2024-08-21,20:39:05.610693,Chocolate,Candies,10,13.49,134.9,PayPal,Seller C,39.99,21.58,Note 2,91
2631-703,2024-07-05,20:39:05.610693,Camel,Cigarettes,5,17,85,PayPal,Seller B,21,13.33,Note 4,0
9758-713,2024-08-27,20:39:05.626318,Candies,Candies,11,6.1,67.1,PayPal,Seller A,17.14,10.74,Note 3,49
9633-498,2024-08-24,20:39:05.626318,Toilet Paper,Others,10,15.12,151.2,Bank Transfer,Seller A,42.5,24.19,Note 1,5
2775-812,2024-07-08,20:39:05.626318,Juice,Drinks,11,12.84,141.24,Credit Card,Seller C,12.64,22.6,Note 1,7
5903-988,2024-08-30,20:39:05.626318,Chewing gums,Candies,19,13.94,264.86,Credit Card,Seller A,46.67,42.38,Note 3,96
2779-778,2024-08-28,20:39:05.626318,Chocolate,Candies,11,14.27,156.97,PayPal,Seller A,41.25,25.12,Note 1,35
7921-726,2024-07-01,20:39:05.626318,Magazine,Others,13,17.72,230.36,Credit Card,Seller A,55.55,36.86,Note 3,84
4521-562,2024-08-24,20:39:05.626318,Cigarette Lighter,Others,5,12,60,PayPal,Seller C,4.56,3.13,Note 3,26
2214-915,2024-08-11,20:39:05.626318,Camel,Cigarettes,2,17,34,PayPal,Seller D,0.13,1.13,Note 3,93
2854-329,2024-07-06,20:39:05.626318,Camel,Cigarettes,10,17,170,Cash,Seller D,9.32,7.57,Note 3,15
2213-191,2024-08-24,20:39:05.641943,Soda,Drinks,4,7.67,30.68,Cash,Seller C,0.9,4.91,Note 1,57
5448-285,2024-08-19,20:39:05.641943,Camel,Cigarettes,5,17,85,PayPal,Seller B,0.34,3.78,Note 3,28
7370-208,2024-07-24,20:39:05.641943,Cookies,Candies,18,16.93,304.74,Credit Card,Seller D,47.22,48.76,Note 2,57
5997-722,2024-07-17,20:39:05.641943,Magazine,Others,19,17.97,341.43,Credit Card,Seller A,4.26,54.63,Note 3,88
5168-754,2024-07-08,20:39:05.641943,Cigarette Lighter,Others,17,12,204,Credit Card,Seller A,9.06,7.26,Note 3,65
8600-918,2024-08-02,20:39:05.641943,Camel,Cigarettes,10,17,170,Cash,Seller C,5.94,5.41,Note 1,29
8908-686,2024-07-23,20:39:05.641943,Magazine,Others,2,19.28,38.56,Bank Transfer,Seller B,8.04,6.17,Note 1,8
8533-757,2024-07-28,20:39:05.641943,Marlboro,Cigarettes,14,13,182,PayPal,Seller B,2.97,6.47,Note 1,27
4441-176,2024-07-21,20:39:05.641943,Marlboro,Cigarettes,9,13,117,PayPal,Seller D,36.13,27.82,Note 2,41
5948-362,2024-07-31,20:39:05.657568,Magazine,Others,7,5.41,37.87,Bank Transfer,Seller A,7.55,6.06,Note 3,81
4438-383,2024-08-17,20:39:05.657568,Water,Drinks,15,15.5,232.5,Bank Transfer,Seller D,67.75,37.2,Note 3,51
2339-410,2024-07-18,20:39:05.657568,Lucky Strike,Cigarettes,5,11,55,Bank Transfer,Seller C,1.74,3.2,Note 4,57
6936-308,2024-08-15,20:39:05.657568,Camel,Cigarettes,16,17,272,Cash,Seller B,16.95,9.32,Note 1,4
8629-821,2024-07-29,20:39:05.657568,Juice,Drinks,19,16.06,305.14,PayPal,Seller D,24.73,48.82,Note 2,34
8886-421,2024-07-14,20:39:05.657568,Cookies,Candies,7,15.66,109.62,Cash,Seller B,2.79,17.54,Note 2,2
6815-657,2024-08-12,20:39:05.657568,Cookies,Candies,9,17.67,159.03,Bank Transfer,Seller D,5.59,25.44,Note 3,11
8432-211,2024-07-21,20:39:05.657568,Camel,Cigarettes,19,17,323,Credit Card,Seller B,14.88,19.4,Note 3,40
6364-290,2024-08-07,20:39:05.673186,Juice,Drinks,17,17.71,301.07,PayPal,Seller B,57.91,48.17,Note 1,72
7441-269,2024-08-19,20:39:05.673186,Water,Drinks,6,16.62,99.72,Bank Transfer,Seller B,22.28,15.96,Note 4,9
1025-835,2024-08-27,20:39:05.673186,Candies,Candies,15,5.56,83.4,Bank Transfer,Seller C,24.66,13.34,Note 1,5
7184-707,2024-08-06,20:39:05.673186,Water,Drinks,8,14.63,117.04,Credit Card,Seller A,33.99,18.73,Note 1,93
3409-726,2024-08-18,20:39:05.673186,Lucky Strike,Cigarettes,17,11,187,Cash,Seller D,2.9,12.51,Note 3,26
5065-497,2024-07-03,20:39:05.673186,Marlboro,Cigarettes,12,13,156,PayPal,Seller C,15.63,20.52,Note 3,19
5199-477,2024-08-06,20:39:05.673186,Cookies,Candies,2,5.49,10.98,PayPal,Seller B,2.11,1.76,Note 2,36
2790-998,2024-08-19,20:39:05.673186,Beer,Drinks,2,18.19,36.38,Bank Transfer,Seller B,4.5,5.82,Note 4,72
2415-921,2024-08-22,20:39:05.673186,Water,Drinks,17,13.19,224.23,Bank Transfer,Seller B,19.81,35.88,Note 4,76
3214-435,2024-07-23,20:39:05.673186,Juice,Drinks,6,11.78,70.68,Bank Transfer,Seller D,9.78,11.31,Note 2,39
9825-438,2024-07-10,20:39:05.688818,Soda,Drinks,5,6.6,33,Bank Transfer,Seller A,1.58,5.28,Note 3,77
1806-186,2024-08-16,20:39:05.688818,Juice,Drinks,11,12.97,142.67,Cash,Seller B,31.54,22.83,Note 2,71
9677-165,2024-07-31,20:39:05.688818,Juice,Drinks,4,10.66,42.64,Bank Transfer,Seller D,2.38,6.82,Note 1,68
7895-536,2024-08-30,20:39:05.688818,Cookies,Candies,1,5.79,5.79,PayPal,Seller C,0.57,0.93,Note 1,49
5627-268,2024-07-10,20:39:05.688818,Cookies,Candies,14,8.4,117.6,Credit Card,Seller C,26.28,18.82,Note 3,74
4083-990,2024-08-05,20:39:05.688818,Water,Drinks,9,11.61,104.49,Cash,Seller B,18.1,16.72,Note 2,33
7904-920,2024-07-14,20:39:05.688818,Water,Drinks,18,7.35,132.3,Bank Transfer,Seller A,12.35,21.17,Note 1,78
8337-440,2024-08-23,20:39:05.688818,Chocolate,Candies,9,1.69,15.21,Credit Card,Seller B,0.21,2.43,Note 2,99
8262-737,2024-07-19,20:39:05.688818,Marlboro,Cigarettes,10,13,130,PayPal,Seller C,22.24,21.3,Note 2,54
8239-984,2024-07-25,20:39:05.704444,Water,Drinks,1,5.57,5.57,Credit Card,Seller A,0.22,0.89,Note 1,11
6387-572,2024-08-15,20:39:05.704444,Soda,Drinks,18,13.31,239.58,Cash,Seller C,46.96,38.33,Note 2,58
2615-171,2024-07-26,20:39:05.704444,Beer,Drinks,6,12.34,74.04,Cash,Seller B,7.39,11.85,Note 1,60
3303-322,2024-08-16,20:39:05.704444,Marlboro,Cigarettes,20,13,260,Cash,Seller B,40.67,36.67,Note 2,86
9954-263,2024-07-23,20:39:05.704444,Soda,Drinks,10,12.76,127.6,PayPal,Seller C,29.42,20.42,Note 3,92
5022-772,2024-08-06,20:39:05.704444,Lucky Strike,Cigarettes,2,11,22,Bank Transfer,Seller C,2.04,5.18,Note 3,78
6488-520,2024-07-21,20:39:05.704444,Lucky Strike,Cigarettes,5,11,55,Cash,Seller A,20.27,11.12,Note 1,50
5096-123,2024-07-20,20:39:05.704444,Juice,Drinks,17,4.81,81.77,Bank Transfer,Seller C,23.85,13.08,Note 3,41
9118-894,2024-08-17,20:39:05.704444,Lucky Strike,Cigarettes,9,11,99,Bank Transfer,Seller D,12.84,18.22,Note 3,68
2351-729,2024-07-09,20:39:05.720067,Chocolate,Candies,4,1.97,7.88,Cash,Seller B,1.05,1.26,Note 4,2
1753-646,2024-07-04,20:39:05.720067,Marlboro,Cigarettes,14,13,182,Credit Card,Seller C,3.92,12.3,Note 4,96
1393-225,2024-08-27,20:39:05.720067,Marlboro,Cigarettes,8,13,104,PayPal,Seller B,12.84,12.12,Note 3,12
2189-924,2024-07-20,20:39:05.720067,Lucky Strike,Cigarettes,20,11,220,Bank Transfer,Seller A,79.69,57.06,Note 3,95
4995-762,2024-08-07,20:39:05.720067,Chewing gums,Candies,17,19.57,332.69,PayPal,Seller C,59.02,53.23,Note 3,3
1297-262,2024-08-28,20:39:05.720067,Cigarette Lighter,Others,17,12,204,Bank Transfer,Seller C,12.86,23.53,Note 2,50
3965-243,2024-07-01,20:39:05.735693,Cookies,Candies,15,17.11,256.65,Cash,Seller C,11.74,41.06,Note 4,81
7469-796,2024-07-06,20:39:05.735693,Toilet Paper,Others,2,7.68,15.36,Credit Card,Seller B,1.9,2.46,Note 2,40
1539-642,2024-07-29,20:39:05.735693,Juice,Drinks,11,13.78,151.58,Cash,Seller B,44.96,24.25,Note 1,3
